City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
84,phan thiet,0,VN,1517977564,83,10.93,108.1,76.12,10.09
85,ludvika,88,SE,1517975400,85,60.15,15.18,12.2,2.24
86,meulaboh,44,ID,1517977168,100,4.14,96.13,80.4,1.7
87,georgetown,20,GY,1517972400,94,6.8,-58.16,73.4,6.93
88,lagoa,0,PT,1517976000,56,37.14,-8.45,42.8,8.05
89,skibbereen,75,IE,1517974200,100,51.55,-9.27,33.8,8.05
90,port elizabeth,1,US,1517975760,79,39.31,-74.98,30.2,4.94
91,valparaiso,90,US,1517976900,73,41.47,-87.06,21.2,2.04
92,gurlan,0,UZ,1517974200,78,41.84,60.39,17.6,9.17
93,severnoye,88,RU,1517977565,92,54.09,52.54,22.35,9.08
94,nara,20,JP,1517974200,38,34.68,135.8,39.2,18.34
95,cayenne,0,GF,1517974200,83,4.94,-52.33,77.0,7.07
96,katsuura,20,JP,1517972400,43,33.93,134.5,33.8,17.22
97,tevriz,8,RU,1517977566,91,57.51,72.4,4.26,3.94
98,ahipara,88,NZ,1517977566,64,-35.17,173.16,75.22,8.97
99,agustin codazzi,8,CO,1517977566,73,10.03,-73.24,66.36,3.94
100,zapolyarnyy,75,RU,1517975400,85,69.43,30.82,14.0,9.17
101,kaitangata,92,NZ,1517977192,77,-46.28,169.85,61.36,11.77
102,kodiak,90,US,1517974200,92,39.95,-94.76,14.0,10.29
103,pueblo,90,US,1517975880,86,38.25,-104.61,32.0,5.82
104,uribia,12,CO,1517977328,71,11.71,-72.27,77.79,19.6
105,bilibino,44,RU,1517977201,73,68.06,166.44,-7.18,2.48
106,east london,0,ZA,1517976000,77,-33.02,27.91,69.8,12.75
107,atuona,48,PF,1517977157,100,-9.8,-139.03,81.48,17.47
108,ponta do sol,20,BR,1517977195,92,-20.63,-46.0,60.28,2.71
109,fortuna,0,ES,1517976000,60,38.18,-1.13,42.8,11.41
110,havre-saint-pierre,75,CA,1517976000,83,50.23,-63.6,-5.81,4.7
111,severo-kurilsk,48,RU,1517977250,100,50.68,156.12,29.86,7.18
112,hasaki,20,JP,1517974200,17,35.73,140.83,44.6,13.87
113,bathsheba,75,BB,1517972400,78,13.22,-59.52,77.0,20.8
114,kahului,75,US,1517975760,78,20.89,-156.47,73.4,4.7
115,avarua,75,CK,1517976000,88,-21.21,-159.78,77.0,2.24
116,los llanos de aridane,20,ES,1517976000,62,28.66,-17.92,59.0,10.29
117,viloco,92,BO,1517977568,100,-16.87,-67.5,51.28,1.59
118,provideniya,90,RU,1517974200,85,64.42,-173.23,24.8,22.37
119,payo,68,ID,1517977569,100,-3.75,103.64,76.3,4.61
120,lebu,0,ET,1517977148,71,8.96,38.73,25.9,2.48
121,mar del plata,0,AR,1517976941,44,-46.43,-67.52,70.05,22.62
122,hithadhoo,0,MV,1517977125,100,-0.6,73.08,81.88,7.07
123,aasiaat,88,GL,1517977569,96,68.71,-52.87,28.83,40.73
124,hobyo,0,SO,1517977157,81,5.35,48.53,72.43,21.72
125,hukuntsi,80,BW,1517977569,87,-23.98,21.76,64.87,5.39
126,sinegorye,80,RU,1517977163,81,62.09,150.53,-7.22,2.71
127,cabedelo,75,BR,1517972400,83,-6.97,-34.84,78.8,4.7
128,cape town,20,ZA,1517972400,77,-33.93,18.42,66.2,13.87
129,chumikan,0,RU,1517977570,57,54.72,135.31,-1.28,15.12
130,veraval,90,FR,1517976000,97,49.65,0.71,37.4,14.99
131,lokosovo,0,RU,1517977570,81,61.13,74.84,-12.35,2.93
132,marawi,36,PH,1517977228,82,8.0,124.29,75.85,6.06
133,staffanstorp,0,SE,1517975400,92,55.64,13.21,26.6,1.12
134,pocoes,92,BR,1517977248,96,-14.53,-40.37,71.71,2.48
135,valdivia,0,CL,1517977495,89,-39.81,-73.25,55.51,5.06
136,manching,90,DE,1517975760,92,48.72,11.49,26.6,6.93
137,camacha,40,PT,1517976000,76,33.08,-16.33,57.2,24.16
138,saint-marc,0,HT,1517977572,79,19.1,-72.7,76.12,10.98
139,cabrobo,76,BR,1517977572,99,-8.51,-39.31,71.17,2.15
140,esperance,20,TT,1517972400,78,10.24,-61.45,75.2,6.93
141,alta floresta,44,BR,1517977573,98,-9.87,-56.08,69.91,0.47
142,beppu,75,JP,1517972400,47,33.3,131.49,35.6,10.29
143,siva,75,GR,1517975400,48,35.21,25.04,62.6,26.4
144,avera,1,US,1517975700,87,33.19,-82.53,57.2,5.82
145,barrow,68,AR,1517977150,50,-38.31,-60.23,85.71,13.11
146,vostok,12,RU,1517977574,65,46.45,135.83,1.96,2.93
147,mundo nuevo,0,CL,1517972400,87,-32.72,-71.41,60.8,4.7
148,khani,90,GE,1517974200,100,41.96,42.96,37.4,3.36
149,mahebourg,75,MU,1517972400,94,-20.41,57.7,75.2,3.36
150,constitucion,90,MX,1517971620,25,23.99,-104.67,64.4,10.29
151,hovd,0,NO,1517975400,85,63.83,10.7,30.2,9.17
152,labuan,75,BN,1517976000,94,5.28,115.24,77.0,5.82
153,mandalgovi,0,MN,1517977575,82,45.76,106.27,2.68,6.73
154,victoria,75,BN,1517976000,94,5.28,115.24,77.0,5.82
155,mount hagen,40,PG,1517972400,47,-5.86,144.23,80.6,17.22
156,vestmanna,56,FO,1517975400,92,62.16,-7.17,28.4,15.01
157,aloleng,92,PH,1517977294,100,16.13,119.78,73.42,2.59
158,paita,44,PE,1517977576,74,-5.09,-81.11,73.38,5.73
159,vaini,92,IN,1517977161,63,15.34,74.49,69.46,2.37
160,port lincoln,8,AU,1517977323,55,-34.72,135.86,84.13,9.98
161,ayorou,24,NE,1517977577,54,14.73,0.92,66.18,8.75
162,roma,40,IT,1517975700,71,41.89,12.48,51.8,10.29
163,geraldton,75,CA,1517976000,63,49.72,-86.95,-7.61,6.93
164,iskateley,56,RU,1517977171,76,67.68,53.15,3.13,13.44
165,qaanaaq,0,GL,1517977149,91,77.48,-69.36,-21.8,12.66
166,muros,75,ES,1517974200,93,42.77,-9.06,37.4,10.29
167,dunedin,12,NZ,1517977202,65,-45.87,170.5,64.96,8.63
168,usak,8,TR,1517977577,90,38.67,29.41,29.86,2.71
169,turukhansk,88,RU,1517977198,66,65.8,87.96,5.7,11.21
170,araci,68,BR,1517977578,97,-11.34,-38.96,71.17,1.03
171,high rock,0,BS,1517977578,100,26.63,-78.28,72.75,20.27
172,kiunga,48,PG,1517977578,67,-6.12,141.3,89.13,2.93
173,de-kastri,32,RU,1517977578,100,51.48,140.77,6.82,21.27
174,zaza del medio,8,CU,1517977579,78,22.0,-79.37,71.8,12.21
175,norman wells,90,CA,1517976000,70,65.28,-126.83,-2.21,13.87
176,chicama,75,PE,1517972400,88,-7.84,-79.15,69.8,9.17
177,tuktoyaktuk,90,CA,1517976600,76,69.44,-133.03,-4.01,12.75
178,agirish,80,RU,1517977579,74,61.92,63.02,3.76,3.15
179,sorong,56,ID,1517977579,100,-0.86,131.25,80.35,3.15
180,pevek,36,RU,1517977227,100,69.7,170.27,-5.65,6.06
181,dikson,20,RU,1517977146,75,73.51,80.55,12.18,10.09
182,cidreira,12,BR,1517977164,85,-30.17,-50.22,71.76,12.66
183,periyapatti,80,IN,1517977580,97,11.22,78.15,71.31,4.05
184,muravlenko,0,RU,1517977580,69,63.79,74.5,-9.38,11.54
185,jauja,32,PE,1517977581,100,-11.78,-75.5,37.42,2.04
186,westport,88,IE,1517977222,96,53.8,-9.52,41.56,9.75
187,hamilton,40,BM,1517975700,63,32.3,-64.78,64.4,10.29
188,bridgetown,75,CA,1517976000,86,44.84,-65.29,26.6,5.82
189,svetlogorsk,0,RU,1517974200,76,53.14,59.15,-7.61,3.38
190,asyut,0,EG,1517976000,58,27.18,31.19,53.6,3.36
191,laguna,88,MX,1517977298,48,27.52,-110.01,71.26,2.48
192,riyadh,0,SA,1517972400,21,24.63,46.72,50.0,3.15
193,amapa,20,HN,1517976000,100,15.09,-87.97,75.2,6.93
194,minab,20,IR,1517976000,87,27.15,57.07,55.4,4.7
195,vardo,1,US,1517975700,85,39.62,-77.74,30.2,3.36
196,vila velha,40,BR,1517972400,88,-3.71,-38.6,80.6,2.24
197,kutum,0,SD,1517977583,63,14.2,24.66,48.36,6.17
198,pierre,1,US,1517975580,78,44.37,-100.35,15.8,18.34
199,seydisehir,0,TR,1517977584,74,37.42,31.85,23.65,1.36
200,comodoro rivadavia,0,AR,1517972400,42,-45.87,-67.48,68.0,27.51
201,makakilo city,20,US,1517975820,78,21.35,-158.09,75.2,6.93
202,mims,90,US,1517978100,100,34.23,-90.13,48.2,8.05
203,yarada,20,IN,1517977238,100,17.65,83.27,76.26,4.72
204,naze,0,NG,1517977248,65,5.43,7.07,80.04,12.21
205,kontagora,0,NG,1517977584,66,10.4,5.47,67.12,2.71
206,exmouth,0,GB,1517975400,74,50.62,-3.41,33.8,8.05
207,bambous virieux,75,MU,1517972400,94,-20.34,57.76,75.2,3.36
208,talnakh,68,RU,1517977300,82,69.49,88.39,-5.24,4.05
209,haines junction,88,CA,1517977585,76,60.75,-137.51,-9.83,2.37
210,palauig,76,PH,1517977494,98,15.44,119.9,72.97,1.03
211,cravo norte,44,CO,1517977256,42,6.3,-70.2,87.55,12.77
212,bayji,0,IQ,1517977586,80,34.93,43.49,42.33,3.04
213,manado,40,ID,1517974200,83,1.49,124.85,82.4,3.36
214,ono,75,JP,1517972400,74,35.98,136.49,35.6,18.34
215,ostrovnoy,8,RU,1517977163,77,68.05,39.51,7.14,12.77
216,klaksvik,48,FO,1517975400,92,62.23,-6.59,28.4,15.79
217,saint-francois,90,FR,1517976000,92,46.42,3.91,30.2,2.24
218,taywarah,0,AF,1517977587,50,33.35,64.42,-0.56,2.04
219,lazaro cardenas,40,MX,1517975100,33,28.39,-105.62,62.6,10.29
220,luau,92,CD,1517977321,100,-10.7,22.23,66.9,3.04
221,ouro preto do oeste,44,BR,1517977588,98,-10.75,-62.22,71.94,3.04
222,fare,92,PF,1517977588,100,-16.7,-151.02,81.61,14.12
223,offa,68,NG,1517977588,49,7.97,4.32,83.68,12.1
224,samfya,64,ZM,1517977588,100,-11.37,29.56,66.45,6.4
225,mount gambier,0,AU,1517977098,46,-37.83,140.78,87.33,4.5
226,billings,75,US,1517975580,78,45.79,-108.5,12.2,9.17
227,pandharpur,92,IN,1517977589,56,17.68,75.33,66.45,2.93
228,pisco,90,PE,1517972400,88,-13.71,-76.2,71.6,3.36
229,ketchikan,90,US,1517975760,100,55.34,-131.65,37.4,6.93
230,klamath falls,1,US,1517975580,69,42.22,-121.78,35.6,4.7
231,srednekolymsk,32,RU,1517977590,65,67.46,153.71,-14.38,3.6
232,lorengau,75,PG,1517972400,74,-2.02,147.27,87.8,14.12
233,ballina,76,IE,1517977590,94,54.11,-9.15,39.4,8.52
234,gornyy,48,RU,1517977590,58,51.76,48.54,2.73,2.93
235,sjovegan,88,NO,1517975400,84,68.87,17.85,21.2,2.24
236,ust-shonosha,56,RU,1517977592,81,61.15,41.34,6.1,10.54
237,marsh harbour,0,BS,1517977218,100,26.54,-77.06,72.84,21.16
238,lasa,0,CY,1517976000,76,34.92,32.53,53.6,4.7
239,kyaiklat,0,MM,1517974200,54,16.44,95.73,82.4,6.93
240,richards bay,92,ZA,1517977592,97,-28.77,32.06,71.8,5.17
241,honningsvag,0,NO,1517975400,73,70.98,25.97,19.4,29.97
242,sorland,75,NO,1517975400,86,67.67,12.69,30.2,11.41
243,palana,44,RU,1517977593,73,59.08,159.95,29.77,6.96
244,namatanai,56,PG,1517977320,98,-3.66,152.44,84.31,12.66
245,moose factory,1,CA,1517976000,69,51.26,-80.61,-13.01,11.41
246,mwense,88,ZM,1517977593,94,-10.39,28.7,67.48,3.49
247,guerrero negro,88,MX,1517977232,77,27.97,-114.04,61.9,3.71
248,colac,8,AU,1517977372,36,-38.34,143.59,89.76,3.04
249,brae,0,GB,1517975400,100,60.4,-1.35,35.6,11.41
250,andrews,1,US,1517975700,64,32.32,-102.55,39.2,6.93
251,grootfontein,92,NA,1517977594,100,-19.56,18.1,64.06,4.61
252,gusino,88,RU,1517977594,88,54.72,31.37,23.02,13.78
253,jiangkou,76,CN,1517977595,73,30.7,117.56,38.23,3.38
254,estelle,90,US,1517975820,86,32.87,-97.01,33.8,13.87
255,nakamura,20,JP,1517974200,38,35.17,136.87,41.0,8.05
256,coquimbo,90,CL,1517972400,82,-29.95,-71.34,64.4,5.82
257,pala,20,IN,1517974200,74,9.71,76.68,82.4,2.59
258,marzuq,0,YE,1517977596,69,14.4,46.47,27.3,2.48
259,yancheng,32,CN,1517977596,40,33.39,120.14,39.99,15.01
260,laela,92,TZ,1517977596,99,-8.57,32.05,61.23,2.71
261,harindanga,36,IN,1517976000,43,22.04,88.32,73.4,5.82
262,paamiut,88,GL,1517977330,100,61.99,-49.67,26.13,41.41
263,port augusta,32,AU,1517976000,11,-32.49,137.76,104.0,10.29
